platform,text,user_id,total_interactions_count,statistics,username,statuses_count,followers_count,friends_count,favourites_count,media_count,user_created_at,user_description,conversation_id_str,created_at,profile_url,post_url,location,sentiment,sentiment_target,sentiment_reason,emotion,country,country_reason,country_code,country_geo,account_type,account_type_reason,media_url
twitter,"යහපාලන ආණ්ඩුව විසින් හම්බන්තොට වරාය චීනයට ලබා දීම නිසා ඒ පරිශ්‍රයේ පැවැති ලංකා විදුලිබල මණ්ඩලයට අයත් සුළං බලාගාර නැවත ගලවන අයුරු, මේ බිමෙහි මේවා පැවතියහොත් CEB එකට විශාල බදු මුදලක් චීනයට ගෙවීමට සිදු වේ.
රනිල් ???? ඔබට දැං සතුටුයි ද ? ✌️ https://t.co/xzNUzLx2zo",2511466152,34,"{'quote_count': 1, 'retweet_count': 8, 'like_count': 23, 'reply_count': 2, 'view_count': 0}",GMNChamikara,23522,1534,1285,41970,2803,Tue May 20 23:32:56 +0000 2014,"𝓒𝓸𝓻𝓽𝓲𝓼𝓸𝓵 𝓕𝓻𝓮𝓮 𝓟𝓮𝓻𝓼𝓸𝓷 ✌️
Wolf 🐺
#සුකුමාලි 
#පරණටැග්
#NCpredictions
#FoodNC",1410589021084913665,2021-07-01 13:20:04,https://pbs.twimg.com/profile_images/1898566164433018880/_R_hJugG_normal.jpg,https://twitter.com/GMNChamikara/status/1410589021084913665,King's Landing ,negative,China,"The post explicitly mentions the handing over of Hambantota port to China and the resulting financial burden on the local electricity board, implying negative consequences. The tone is critical and accusatory towards the government and China.",anger,Sri Lanka,Use of Sinhala hashtags and cultural references indicate Sri Lanka.,lk,"[7.0, 81.0]",Individual,Personal style description with emojis and hashtags typical of an individual.,https://pbs.twimg.com/media/E5NrOahUcAUxApV.jpg
twitter,කොළඹ වරායෙන් රිලෞ පටවල හම්බන්තොටට ගෙනහින් ඕන්න චීනෙ දැං බැහැපල්ල කියල රිලෞ රවට්ටන්න අමරවීර ට්‍රයි කරන්නේ.. හම්බන්තොට වරාය කොහොමත් චීන්නු ගේ නෙ. රිලෞ රැවටෙයි..,150624162,28,"{'quote_count': 1, 'retweet_count': 1, 'like_count': 22, 'reply_count': 4, 'view_count': '1333'}",indika27,148688,22420,7280,315853,10865,Tue Jun 01 11:55:21 +0000 2010,i am sri lankan unp boy.,1648891877389922305,2023-04-20 03:30:33,https://pbs.twimg.com/profile_images/1287571397884035072/rZt-QMuW_normal.jpg,https://twitter.com/indika27/status/1648891877389922305,colombo sri lanka,negative,China,"The post mentions Chinese involvement at Hambantota port and describes operational difficulties, implying negative sentiment. The tone is critical and somewhat mocking towards Chinese management.",disgust,Sri Lanka,"The user is located in Colombo, Sri Lanka, indicating their likely country of origin.",lk,"[7.0, 81.0]",Individual,"Self-identifies as a Sri Lankan UNP boy, suggesting a personal profile.",
twitter,"ඔව් විමලෙ , රනිලුත් එහෙනම් හම්බන්තොට වරාය චීනෙට නෙමෙ දීලා තියෙන්නෙ, චීන සමාගමකට දීලා තියෙන්නෙ 🤦🏼‍♂️",1061142887553884160,26,"{'quote_count': 2, 'retweet_count': 2, 'like_count': 22, 'reply_count': 0, 'view_count': 0}",Toddy_Lad,19748,2264,1211,93271,2107,Sat Nov 10 06:25:54 +0000 2018,"🅻🅾🆅🅴 🅶🅸🅽 & 🆃🅾🅽🅸🅲 සාමාන්‍යය මනුස්සයෙක්,❤️ ජොලියෙන්, සැහැල්ලුවෙන්, වෛරයෙන් තොරව ගෙවන්න ඔන මේ ජිවිතෙ. පොඩ්ඩක් දෙශපාලකයන්ට බයින්නත් ඕනා 😉",1416654259152510978,2021-07-18 07:01:10,https://pbs.twimg.com/profile_images/1080014735620345856/Wo-TOmT1_normal.jpg,https://twitter.com/Toddy_Lad/status/1416654259152510978,Sri Lanka,neutral,China,"The post clarifies that Hambantota port was leased to a Chinese company, not directly handed over to China, with a tone of frustration at misinformation. Sentiment towards China is neutral, focusing on factual correction.",anger,Sri Lanka,"The user description includes references to Sri Lankan culture, indicating the likely country of origin.",lk,"[7.0, 81.0]",Individual,The personal description and location details indicate an individual account.,
twitter,"@dinidu හම්බන්තොට වරාය හැදෙනකොට තියපු චන්ද වලදී හම්බන්තොට ගොයියගෙ වම්බටු හම්බන්ථොටින් නැව් නගිනාකාරය ඇඩ් වල තිබුනා..
අපේ තාත්තා ඒ කාලෙත් දැනුත් එලෝලු වවන්නෙ.. තාම වරාය බල බල වම්බොටු කොළඹ එනවා.. 🤣🤣",150624162,23,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 21, 'reply_count': 1, 'view_count': 0}",indika27,148688,22420,7280,315853,10865,Tue Jun 01 11:55:21 +0000 2010,i am sri lankan unp boy.,1424663272205160455,2021-08-09 11:01:58,https://pbs.twimg.com/profile_images/1287571397884035072/rZt-QMuW_normal.jpg,https://twitter.com/indika27/status/1424687394033266690,colombo sri lanka,neutral,China,The post humorously recalls political campaign ads related to Hambantota port construction but does not mention China explicitly. Sentiment towards China is neutral as China is not referenced.,happiness,Sri Lanka,"The user is located in Colombo, Sri Lanka, indicating their likely country of origin.",lk,"[7.0, 81.0]",Individual,"Self-identifies as a Sri Lankan UNP boy, suggesting a personal profile.",
twitter,රනිල් හම්බන්තොට වරාය විකුණලා ගත්ත ඩොලර් මිලියන දෙසීයට මොකද උනේ ? 😁✌️,2511466152,23,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 21, 'reply_count': 2, 'view_count': 0}",GMNChamikara,23522,1534,1285,41970,2803,Tue May 20 23:32:56 +0000 2014,"𝓒𝓸𝓻𝓽𝓲𝓼𝓸𝓵 𝓕𝓻𝓮𝓮 𝓟𝓮𝓻𝓼𝓸𝓷 ✌️
Wolf 🐺
#සුකුමාලි 
#පරණටැග්
#NCpredictions
#FoodNC",1352665355060088832,2021-01-22 17:12:06,https://pbs.twimg.com/profile_images/1898566164433018880/_R_hJugG_normal.jpg,https://twitter.com/GMNChamikara/status/1352665355060088832,King's Landing ,negative,China,"The post questions the sale of Hambantota port for a low price, implying criticism of the transaction. China is implied as the buyer but not explicitly mentioned. Sentiment is negative towards the sale and by implication China’s role.",anger,Sri Lanka,Use of Sinhala hashtags and cultural references indicate Sri Lanka.,lk,"[7.0, 81.0]",Individual,Personal style description with emojis and hashtags typical of an individual.,
twitter,"රනිල් හම්බන්තොට වරාය විකුණනකොට UNP එවුන් කටවහන් හිටියා,
මහින්ද කොළඹ වරාය විකුණන්න හදනකොට පොහොට්ටුවේ එවුන් කටවහන් ඉන්නවා,
කිසිම පාක්ෂිකයෙක් මැදහත් සිතින් රට ගැන හිතන්නේ නෑ, දේශපාලන පක්ෂය ගැන හිතන්නේ,
ඉතින් උන් #ටොයියෝ උනත් #බයියෝ උනත් දෙගොල්ලොම #වහල්ලු ✌️",2511466152,27,"{'quote_count': 0, 'retweet_count': 3, 'like_count': 21, 'reply_count': 3, 'view_count': 0}",GMNChamikara,23522,1534,1285,41970,2803,Tue May 20 23:32:56 +0000 2014,"𝓒𝓸𝓻𝓽𝓲𝓼𝓸𝓵 𝓕𝓻𝓮𝓮 𝓟𝓮𝓻𝓼𝓸𝓷 ✌️
Wolf 🐺
#සුකුමාලි 
#පරණටැග්
#NCpredictions
#FoodNC",1352451753032081410,2021-01-22 03:03:19,https://pbs.twimg.com/profile_images/1898566164433018880/_R_hJugG_normal.jpg,https://twitter.com/GMNChamikara/status/1352451753032081410,King's Landing ,neutral,China,"The post criticizes political parties for self-interest during the sale of Hambantota and Colombo ports, with no explicit mention of China. Sentiment towards China is neutral as China is only implied.",anger,Sri Lanka,Use of Sinhala hashtags and cultural references indicate Sri Lanka.,lk,"[7.0, 81.0]",Individual,Personal style description with emojis and hashtags typical of an individual.,
twitter,"හම්බන්තොට වරාය සමාගම හා ලංවා සංස්ථා සිමෙන්ති සමාගම, හම්බන්තොට වරාය පරිශ්‍රයේ සිමෙන්ති අමුද්‍රව්‍ය ගොඩබෑමේ පර්යන්තයක් සඳහා ගිවිසුම්ගත වුනා. ලංවා සංස්ථා සමාගමේ මිරිජ්ජවිල කර්මාණ්ත කළාපයේ සිමෙන්ති කම්හලට මේ මගින් අමුද්‍රව්‍ය සැපයෙනු ඇති. https://t.co/rPzEY1cQWI",1167490130262646784,28,"{'quote_count': 3, 'retweet_count': 5, 'like_count': 20, 'reply_count': 0, 'view_count': 0}",BizColombo,17603,5695,2908,14539,6002,Fri Aug 30 17:32:54 +0000 2019,"Politics, Business and Tech🚩
University of Leicester🚩
Singapore Institute of Marketing 🚩
IMC and Brand Activation",1455009449702264834,2021-11-01 03:11:00,https://pbs.twimg.com/profile_images/1890939479088644096/Xp5--Tva_normal.jpg,https://twitter.com/BizColombo/status/1455009449702264834,Singapore / Sri Lanka,irrelevant,China,The post discusses a business agreement involving Hambantota port and a cement company but does not mention China. Sentiment towards China is irrelevant.,irrelevant,Singapore,The location is Singapore / Sri Lanka.,sg,"[1.367, 103.8]",Individual,The user description suggests a personal account related to business and technology.,https://pbs.twimg.com/media/FDCWvlbUYBI557r.png
twitter,හම්බන්තොට වරාය බහුකාර්ය වරායක් ලෙස තවමත් සම්පූර්ණයෙන් ක්‍රියාත්මක වී නැති වුවත්. H1 2021 වර්ෂයෙහි වරායේ ලාභය 2020 වසරට වඩා තුන් ගුණයකින් වැඩි වීම නිසා හම්බන්තොට වරාය ශ්‍රී ලංකා වරාය අධිකාරියට රුපියල් බිලියන 1.05 ක ලාභාංශයක් ප්‍රකාශයට පත් කරන ලදී. https://t.co/70nwJXxjIq,106327989,19,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 17, 'reply_count': 1, 'view_count': 0}",YRanaraja,37597,8197,769,50726,3796,Tue Jan 19 05:54:41 +0000 2010,Founding Director @BRI_SL | Int’l Law | BRI | Strategy | Security | Maritime Affairs | Connectivity | Ports & Supply Chain| https://t.co/zPN1QjA0k7 ☕️,1494996936973189123,2022-02-19 11:27:00,https://pbs.twimg.com/profile_images/1963973931460874240/Ews4KhQM_normal.jpg,https://twitter.com/YRanaraja/status/1494996936973189123,Beijing,irrelevant,China,"The post highlights financial performance improvements at Hambantota port under Sri Lanka Ports Authority, with no mention of China. Sentiment towards China is irrelevant.",irrelevant,Sri Lanka,The user is based in Sri Lanka and is a director at BRI_SL with a research background in China political science and law.,lk,"[7.0, 81.0]",Individual,"The user describes their professional background and roles, suggesting this is an individual account.",https://pbs.twimg.com/media/FL9Lxu0XEAE-Myw.jpg
twitter,"විකිරණශීලී ද්‍රව්‍ය සහිත නැව හම්බන්තොට වරායෙන් ඉවතට යැවේ

හම්බන්තොට වරාය වෙත පැමිණ තිබූ චීන නැවේ විකිරණශීලී ද්‍රව්‍ය ඇති බවට හෙළිවීම හේතුවෙන් එම නැවට වහාම එම වරායෙන් පිටත්වන ලෙස දැන්වූ බව ශ්‍රී ලංකා පරමාණුක බලශක්ති අධිකාරිය පැවසීය.
#lka

වැඩි විස්තර - https://t.co/XUPGLlJEeW https://t.co/wVepYi0EiN",183904448,19,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 17, 'reply_count': 1, 'view_count': 0}",adaderanasin,219125,197519,8,96,131222,Sat Aug 28 04:54:46 +0000 2010,"ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා
#adaderana #srilanka #news #SLnews",1384812248217047041,2021-04-21 10:12:23,https://pbs.twimg.com/profile_images/1847218956957814784/FQH7pXFD_normal.jpg,https://twitter.com/adaderanasin/status/1384812248217047041,Sri Lanka,negative,China,"The post reports that a Chinese ship carrying radioactive material was ordered to leave Hambantota port, indicating a negative incident involving China. The tone is factual but implies concern about Chinese activities.",fear,Sri Lanka,Reason: Use of Sinhala language and reference to Sri Lankan news.,lk,"[7.0, 81.0]",Media,"Identified as a leading and trusted news provider in Sri Lanka, indicating a media outlet.",https://pbs.twimg.com/media/EzfXZsVWQAERaPk.jpg
twitter,"""ඇයි සේරම කොළඹට ගේන්නෙ සංවර්ධනය කරපල්ලකො රට වටේ..."" - ලාල්ගෙ කාන්ත

➡️හම්බන්තොට වරාය තියෙන්නෙ කොළඹද? 
➡️යාපනේ එයාපෝට් එකට ඔහෙල මොනවද (නො) කිව්වෙ?
➡️එක්ස්ප්‍රස්වේ හදන්නෙ ඇඹුල් තියල් ගේන්න කිව්වෙ අපේ කටවල් වලින්ද?

PS: ඉස්සෙල්ල සමූපයක් හරියට කරලා පෙන්නන්න. ඊට පස්සෙ රට හදමු",1167490130262646784,19,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 16, 'reply_count': 2, 'view_count': '681'}",BizColombo,17603,5695,2908,14539,6002,Fri Aug 30 17:32:54 +0000 2019,"Politics, Business and Tech🚩
University of Leicester🚩
Singapore Institute of Marketing 🚩
IMC and Brand Activation",1683851361794904064,2023-07-25 14:47:03,https://pbs.twimg.com/profile_images/1890939479088644096/Xp5--Tva_normal.jpg,https://twitter.com/BizColombo/status/1683851361794904064,Singapore / Sri Lanka,irrelevant,China,"The post discusses development focus around Hambantota port and questions why development is centralized in Colombo, without mentioning China. Sentiment towards China is irrelevant.",irrelevant,Singapore,The location is Singapore / Sri Lanka.,sg,"[1.367, 103.8]",Individual,The user description suggests a personal account related to business and technology.,
