platform,text,user_id,total_interactions_count,statistics,username,statuses_count,followers_count,friends_count,favourites_count,media_count,user_created_at,user_description,conversation_id_str,created_at,profile_url,post_url,location,sentiment,sentiment_target,sentiment_reason,emotion,country,country_reason,country_code,country_geo,account_type,account_type_reason,media_url
twitter,Projek di bawah kerangka Inisiatif Jalur dan Laluan (BRI) menjadi permulaan yang baik. https://t.co/WLMJdF4Nj4,91965564,9,"{'quote_count': 0, 'retweet_count': 2, 'like_count': 7, 'reply_count': 0, 'view_count': 0}",harakahdailyHD,143181,158506,70,3318,13608,Mon Nov 23 08:30:56 +0000 2009,"Portal media dalam talian untuk rakyat Malaysia. 
Berita politik, agama, nasional, kebajikan dan pelbagai rencana ilmu menarik. 
Benar & Inklusif.",1370600736795492356,2021-03-13 05:00:54,https://pbs.twimg.com/profile_images/1759490732921126912/MMK0w7yR_normal.jpg,https://twitter.com/harakahdailyHD/status/1370600736795492356,"Jalan Pahang Barat, KL",neutral,China,"China is implied via the BRI framework. The post describes BRI projects as a good start, indicating a cautiously positive or neutral sentiment towards China.",neutral,Malaysia,"The location ""Jalan Pahang Barat, KL"" and Malay language description clearly indicate Malaysia.",my,"[2.5, 112.5]",Media,"Described as an online portal providing political, religious, and national news with inclusive and truthful content.",
twitter,"📌 Dasar luar Malaysia-China dibentuk oleh visi yang jelas kedua-dua negara dan Kepaksian ASEAN.

📌 China merupakan rakan kongsi yang rasional, kukuh dan boleh dipercayai.

📌 Malaysia tidak sabar menanti Sidang Kemuncak ASEAN-GCC-China pertama pada Mei disusuli Sidang Kemuncak ASEAN-AS.

📌 Inisiatif Jalur dan Laluan tafsir semula ketersambungan bukan sebagai rangkaian jalan dan rel, tetapi sebagai kerangka kerjasama.

-- PM @anwaribrahim 

#BernamaNews #Malaysia #China",106669711,7,"{'quote_count': 0, 'retweet_count': 2, 'like_count': 5, 'reply_count': 0, 'view_count': '1438'}",bernamadotcom,570715,1155592,269,137,335994,Wed Jan 20 08:28:02 +0000 2010,"Agensi Berita Nasional Malaysia, sejak 1967 / The Malaysian National News Agency, since 1967 - SUMBER BERITA KEPERCAYAAN ANDA / YOUR TRUSTED NEWS SOURCE",1912466060017823816,2025-04-16 11:45:07,https://pbs.twimg.com/profile_images/1187261063651160064/jpgQiS01_normal.jpg,https://twitter.com/bernamadotcom/status/1912472318649258339,"Kuala Lumpur, Malaysia",positive,China,"China is explicitly mentioned as a rational, strong, and reliable partner in Malaysia's foreign policy. The post is highly positive, emphasizing trust and cooperation.",happiness,Malaysia,"The location is Kuala Lumpur, Malaysia.",my,"[2.5, 112.5]",Organization,The user describes the news agency.,
twitter,"#BHdunia Ibu kota wilayah Tibet itu mahu memperkasakan keterlibatannya dalam Inisiatif Jalur dan Laluan

https://t.co/RJWA2glBoI",63070483,7,"{'quote_count': 0, 'retweet_count': 2, 'like_count': 5, 'reply_count': 0, 'view_count': '2937'}",bharianmy,770494,1703062,369,551,205234,Wed Aug 05 08:06:17 +0000 2009,"Ikuti kami juga di 
FB: https://t.co/dioSnUy5Jf 
LUMI: https://t.co/K2cNrQ0K0N
The New Straits Times Press (Malaysia) Berhad (Co. No. 196101000449 / 4485 H)",1676935616859197442,2023-07-06 12:46:21,https://pbs.twimg.com/profile_images/1784632184139284480/4Wtndad-_normal.jpg,https://twitter.com/bharianmy/status/1676935616859197442,Malaysia,neutral,China,"China is implied through Tibet's involvement in the BRI. The post neutrally reports Tibet's intent to strengthen participation, reflecting neutral sentiment towards China.",neutral,Malaysia,The mention of Malaysia in the user description.,my,"[2.5, 112.5]",Organization,The user description suggests a news outlet or platform.,
twitter,Diskusi dan analisis pasca penyertaan Malaysia di Ekspo Import Antarabangsa China (CIIE) 2024 dan kepentingan kerjasama Inisiatif Jalur dan Laluan (BRI) dalam #AWANIGlobal. #AWANInews https://t.co/nmVL6kdFJ4,497665754,5,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 4, 'reply_count': 0, 'view_count': '9234'}",501Awani,619849,3832821,361,1588,196084,Mon Feb 20 07:13:13 +0000 2012,Jenama berita paling dipercayai di Malaysia.  Astro AWANI Network Sdn. Bhd. 200001032668(535275-D),1858132985037619629,2024-11-17 13:00:00,https://pbs.twimg.com/profile_images/2035151392634195968/NlH8gTbv_normal.jpg,https://twitter.com/501Awani/status/1858132985037619629,Malaysia,neutral,China,"China is mentioned as the host of the international expo and the BRI cooperation. The post neutrally discusses Malaysia's participation and the importance of cooperation, showing neutral-positive sentiment.",neutral,Malaysia,"The user is located in Malaysia and is part of a trusted news brand in the country, indicating a Malaysian origin.",my,"[2.5, 112.5]",Organization,The username and description suggest that this account belongs to a news organization in Malaysia.,
twitter,Zon Ekonomi Khas Johor-Singapura juga bertujuan melengkapkan inisiatif Jalur dan Laluan (BRI) dan menaikkan keyakinan pelabur terhadap negeri Johor dan negara secara keseluruhan. https://t.co/Gm0pUAXC6W,198736746,5,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 4, 'reply_count': 0, 'view_count': '84'}",MCAHQ,40339,9789,574,24595,13481,Tue Oct 05 03:03:44 +0000 2010,The official X account of Malaysian Chinese Association (MCA),1738046708846673981,2023-12-22 04:00:01,https://pbs.twimg.com/profile_images/1995129064529735680/RMuF8cWM_normal.jpg,https://twitter.com/MCAHQ/status/1738046708846673981,Malaysia,positive,China,"China is implied through the BRI, with the post highlighting a special economic zone complementing the initiative and boosting investor confidence. The tone is positive and supportive.",happiness,Malaysia,The user's username and description indicate an affiliation with the Malaysian Chinese Association.,my,"[2.5, 112.5]",Organization,"The user description ""The official Twitter account of Malaysian Chinese Association (MCA)"" suggests that this account represents a political organization.",https://pbs.twimg.com/media/GB3B1FOa0AA8HCK.jpg
twitter,"Lawatan Xi Jinping kukuh peranan Malaysia sebagai kuasa pertengahan serantau

#BHBisnes Beri isyarat jelas bahawa Malaysia bukan sekadar destinasi dalam naratif Inisiatif Jalur dan Laluan (BRI), sebaliknya dianggap rakan kongsi utama dalam strategi serantau Beijing

https://t.co/ijKYeRrcN9",63070483,4,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 3, 'reply_count': 1, 'view_count': '1538'}",bharianmy,770494,1703062,369,551,205234,Wed Aug 05 08:06:17 +0000 2009,"Ikuti kami juga di 
FB: https://t.co/dioSnUy5Jf 
LUMI: https://t.co/K2cNrQ0K0N
The New Straits Times Press (Malaysia) Berhad (Co. No. 196101000449 / 4485 H)",1912871943470235932,2025-04-17 14:13:05,https://pbs.twimg.com/profile_images/1784632184139284480/4Wtndad-_normal.jpg,https://twitter.com/bharianmy/status/1912871943470235932,Malaysia,positive,China,"China is explicitly mentioned in relation to Xi Jinping's visit and Malaysia's role as a key partner in the BRI regional strategy. The tone is positive, emphasizing Malaysia's elevated status and partnership with China.",happiness,Malaysia,The mention of Malaysia in the user description.,my,"[2.5, 112.5]",Organization,The user description suggests a news outlet or platform.,
twitter,"Inisiatif jalur dan laluan terus pacu pembangunan Malaysia - Menteri Pengangkutan @anthonyloke 

https://t.co/oihbeoDsqK

#BernamaNews https://t.co/hICQu9CjMD",106669711,3,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 3, 'reply_count': 0, 'view_count': '1954'}",bernamadotcom,570715,1155592,269,137,335994,Wed Jan 20 08:28:02 +0000 2010,"Agensi Berita Nasional Malaysia, sejak 1967 / The Malaysian National News Agency, since 1967 - SUMBER BERITA KEPERCAYAAN ANDA / YOUR TRUSTED NEWS SOURCE",1722848689084137575,2023-11-10 05:28:31,https://pbs.twimg.com/profile_images/1187261063651160064/jpgQiS01_normal.jpg,https://twitter.com/bernamadotcom/status/1722848689084137575,"Kuala Lumpur, Malaysia",positive,China,"China is implied through the BRI, with the post quoting a Malaysian minister on how the initiative drives Malaysia's development. The tone is positive and supportive.",happiness,Malaysia,"The location is Kuala Lumpur, Malaysia.",my,"[2.5, 112.5]",Organization,The user describes the news agency.,https://pbs.twimg.com/media/F-jJwA1aIAA8Khv.jpg
twitter,"Projek itu sekali gus memaparkan manfaat kerjasama inisiatif Jalur dan Laluan (BRI) kepada negara-negara ASEAN.

#AWANInews
#AWANI745 

https://t.co/SliQXSHSd8",497665754,4,"{'quote_count': 1, 'retweet_count': 0, 'like_count': 3, 'reply_count': 0, 'view_count': '5419'}",501Awani,619849,3832821,361,1588,196084,Mon Feb 20 07:13:13 +0000 2012,Jenama berita paling dipercayai di Malaysia.  Astro AWANI Network Sdn. Bhd. 200001032668(535275-D),1706923446373158954,2023-09-27 06:47:17,https://pbs.twimg.com/profile_images/2035151392634195968/NlH8gTbv_normal.jpg,https://twitter.com/501Awani/status/1706923446373158954,Malaysia,positive,China,"China is implied via the BRI, with the post highlighting benefits of cooperation to ASEAN countries. The tone is positive and optimistic.",happiness,Malaysia,"The user is located in Malaysia and is part of a trusted news brand in the country, indicating a Malaysian origin.",my,"[2.5, 112.5]",Organization,The username and description suggest that this account belongs to a news organization in Malaysia.,
twitter,"Fokus utama pertemuan ini adalah untuk memperkukuh kerjasama dua hala dalam politik, ekonomi; kerjasama perdagangan antara Malaysia dan China; inisiatif Jalur dan Laluan atau 'Belt and Road' (BRI); serta hubungan MCA-CPC yang telah pun terjalin lama sejak 1994 lagi. https://t.co/IPVvi9WnzS",118643857,5,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 3, 'reply_count': 1, 'view_count': '218'}",weekasiongmp,15098,38343,1520,375,4338,Mon Mar 01 09:43:27 +0000 2010,"MCA President, MP for Ayer Hitam, Former Minister of Transport Malaysia",1641387559711559681,2023-03-30 10:31:05,https://pbs.twimg.com/profile_images/1238293605434814465/IzyEk0Wr_normal.jpg,https://twitter.com/weekasiongmp/status/1641387562454614018,"ÜT: 2.714555,101.915092",positive,China,"China is explicitly mentioned in the context of bilateral cooperation and the BRI. The post highlights long-standing political and economic ties, reflecting a positive and collaborative sentiment.",happiness,Malaysia,The coordinates point to Malaysia and the user is identified as MCA President and Malaysian MP.,my,"[2.5, 112.5]",Individual,"Identified as MCA President and Member of Parliament, clearly a personal political figure.",https://pbs.twimg.com/media/Fsdgy67aYAMAfyo.jpg
twitter,Hentikan persepsi negatif terhadap Inisiatif Jalur dan Laluan https://t.co/vzyo25APKD,18714463,5,"{'quote_count': 1, 'retweet_count': 1, 'like_count': 3, 'reply_count': 0, 'view_count': '3287'}",mkini_bm,241769,722666,193,44,100000,Wed Jan 07 07:26:04 +0000 2009,"Twitter rasmi Malaysiakini versi Bahasa Malaysia.
Mkini Dotcom Sdn Bhd - 199901014818 (489718-U)

Telegram: https://t.co/msLPIbaXqQ",1628292301201059840,2023-02-22 07:15:11,https://pbs.twimg.com/profile_images/1363058490252554242/kw6FvFjf_normal.jpg,https://twitter.com/mkini_bm/status/1628292301201059840,Kuala Lumpur,positive,China,"China is implied through the BRI. The post calls to stop negative perceptions about the initiative, indicating a defensive but overall positive stance towards China.",anger,Malaysia,"The location is Kuala Lumpur, which is in Malaysia, and the user description mentions Malaysiakini, a Malaysian news website.",my,"[2.5, 112.5]",Organization,"The user represents a Malaysian news outlet, indicating a media account.",
twitter,"Hari ini (14 Mei) genapnya sempena 5 tahun Forum Kerjasama Antarabangsa Jalur dan Laluan (BRF). Apa manfaat paling signifikan bagi negara yang menyertai inisiatif BRI demi memacu pembangunan bersama di peringkat serantau?

Saksikan #AgendaAWANIAsia Sabtu 9 malam di Astro AWANI. https://t.co/Yw1yfa2uRT",497665754,4,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 3, 'reply_count': 0, 'view_count': 0}",501Awani,619849,3832821,361,1588,196084,Mon Feb 20 07:13:13 +0000 2012,Jenama berita paling dipercayai di Malaysia.  Astro AWANI Network Sdn. Bhd. 200001032668(535275-D),1525325483784966144,2022-05-14 04:01:49,https://pbs.twimg.com/profile_images/2035151392634195968/NlH8gTbv_normal.jpg,https://twitter.com/501Awani/status/1525325483784966144,Malaysia,neutral,China,"China is implied via the BRI forum anniversary. The post neutrally questions the benefits of the initiative for member countries, showing a neutral and inquisitive tone.",surprise,Malaysia,"The user is located in Malaysia and is part of a trusted news brand in the country, indicating a Malaysian origin.",my,"[2.5, 112.5]",Organization,The username and description suggest that this account belongs to a news organization in Malaysia.,https://pbs.twimg.com/media/FSsLcOlakAA6rvQ.jpg
